order_id,order_date,customer_id,product_name,category,price,quantity_sold,product_cost,profit,stock_remaining,payment_method
ORD0467,2025-08-25,CUST206,Pancetta Arrotolata 250g,Cured Meat,6.9,3,4.1,8.4,90.0,Credit Card
ORD0468,2025-05-18,CUST407,Organic Olive Oil 1L,Olive Oil,18.5,2,11.2,14.6,15.0,Debit Card
ORD0469,2025-04-27,CUST587,Parmigiano Reggiano 1kg,Cheese,27.9,3,18.5,28.2,133.0,PayPal
ORD0470,2025-08-24,CUST259,Chianti Classico 750ml,Wine,18.9,4,11.5,29.6,29.0,Cash
ORD0471,2025-03-30,CUST381,Salame Napoli 300g,Cured Meat,6.5,4,3.9,10.4,132.0,Credit Card
ORD0472,2025-12-30,CUST577,Nero d'Avola 750ml,Wine,16.5,1,10.2,6.3,89.0,Debit Card
ORD0473,2025-09-17,CUST498,Focaccia Genovese,Bakery,5.5,3,2.8,8.1,52.0,PayPal
ORD0474,2025-09-26,CUST517,Salame Napoli 300g,Cured Meat,6.5,3,3.9,7.8,83.0,Credit Card
ORD0475,2025-02-19,CUST959,Pitta Bread,Bakery,2.9,2,1.2,3.4,149.0,PayPal
ORD0476,2025-11-28,CUST213,Parmigiano Reggiano 1kg,Cheese,27.9,3,18.5,28.2,33.0,Credit Card
ORD0477,2025-07-09,CUST672,Prosciutto Crudo 200g,Cured Meat,8.9,5,5.4,17.5,110.0,Credit Card
ORD0478,2025-10-02,CUST687,Pancetta Arrotolata 250g,Cured Meat,6.9,2,4.1,5.6,50.0,Cash
ORD0479,2025-04-04,CUST796,Pancetta Arrotolata 250g,Cured Meat,6.9,4,4.1,11.2,71.0,Debit Card
ORD0480,2025-09-22,CUST309,Gorgonzola Dolce 300g,Cheese,5.9,4,3.6,9.2,147.0,PayPal
ORD0481,2025-10-13,CUST758,Soppressata Calabrese 350g,Cured Meat,10.5,1,6.8,3.7,57.0,Debit Card
ORD0482,2025-09-14,CUST725,Salame Napoli 300g,Cured Meat,6.5,4,3.9,10.4,57.0,Debit Card
ORD0483,2025-03-27,CUST557,Prosecco DOC 750ml,Wine,12.9,3,7.5,16.2,114.0,Cash
ORD0484,2025-06-30,CUST804,Speck Alto Adige 250g,Cured Meat,7.8,2,4.9,5.8,57.0,PayPal
ORD0485,2025-01-17,CUST537,Salame Napoli 300g,Cured Meat,6.5,5,3.9,13.0,144.0,PayPal
ORD0486,2025-01-02,CUST182,Orecchiette 500g,Pasta,3.9,3,1.9,6.0,122.0,Debit Card
ORD0487,2025-07-10,CUST163,Prosecco DOC 750ml,Wine,12.9,3,7.5,16.2,109.0,Cash
ORD0488,2025-08-19,CUST569,Fresh Pasta 500g,Pasta,4.5,3,2.2,6.9,53.0,Cash
ORD0489,2025-09-04,CUST835,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,2,9.5,12.8,7.0,PayPal
ORD0490,2025-09-04,CUST127,Garlic Bread,Bakery,3.5,2,1.4,4.2,1.0,Credit Card
ORD0491,2025-06-17,CUST534,Burrata 250g,Cheese,4.9,5,2.7,11.0,49.0,Credit Card
ORD0492,2025-11-03,CUST989,Barolo Riserva 750ml,Wine,49.9,4,29.3,82.4,135.0,Debit Card
ORD0493,2025-09-11,CUST117,Ravioli Ricotta & Spinach 400g,Pasta,6.8,4,4.1,10.8,65.0,Cash
ORD0494,2025-08-16,CUST558,Parmigiano Reggiano 1kg,Cheese,27.9,3,18.5,28.2,132.0,Cash
ORD0495,2025-08-30,CUST426,Salame Napoli 300g,Cured Meat,6.5,4,3.9,10.4,27.0,PayPal
ORD0496,2025-11-11,CUST839,Prosciutto Crudo 200g,Cured Meat,8.9,3,5.4,10.5,123.0,PayPal
ORD0497,2025-07-22,CUST547,Gorgonzola Dolce 300g,Cheese,5.9,1,3.6,2.3,107.0,Cash
ORD0498,2025-04-25,CUST570,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,5,9.5,32.0,3.0,Credit Card
ORD0499,2025-01-17,CUST750,Organic Olive Oil 1L,Olive Oil,18.5,2,11.2,14.6,148.0,Cash
ORD0500,2025-09-29,CUST382,Truffle Olive Oil 250ml,Olive Oil,12.9,2,7.9,10.0,138.0,Debit Card
ORD0501,2025-04-15,CUST769,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,4,9.5,25.6,64.0,Credit Card
ORD0502,2025-03-12,CUST402,Organic Olive Oil 1L,Olive Oil,18.5,4,11.2,29.2,17.0,PayPal
ORD0503,2025-02-06,CUST804,Organic Olive Oil 1L,Olive Oil,18.5,4,11.2,29.2,55.0,PayPal
ORD0504,2025-01-25,CUST412,Taralli Pugliesi 400g,Bakery,4.9,2,2.4,5.0,88.0,Cash
ORD0505,2025-05-23,CUST107,Soppressata Calabrese 350g,Cured Meat,10.5,4,6.8,14.8,64.0,Debit Card
ORD0506,2025-12-06,CUST990,Montepulciano d'Abruzzo Elévito 750ml,Wine,84.9,4,66.3,74.4,15.0,Credit Card
ORD0507,2025-09-08,CUST337,Fig Jam 300g,Preserves,5.9,4,2.9,12.0,103.0,Cash
ORD0508,2025-12-07,CUST265,Prosecco DOC 750ml,Wine,12.9,2,7.5,10.8,92.0,Cash
ORD0509,2025-05-15,CUST627,Chianti Classico 750ml,Wine,18.9,5,11.5,37.0,101.0,Credit Card
ORD0510,2025-12-21,CUST356,Orange Marmalade 300g,Preserves,5.5,1,2.7,2.8,64.0,PayPal
ORD0511,2025-04-29,CUST474,Truffle Pasta 250g,Pasta,7.9,4,4.8,12.4,127.0,Cash
ORD0512,2025-02-14,CUST276,Taralli Pugliesi 400g,Bakery,4.9,1,2.4,2.5,57.0,Credit Card
ORD0513,2025-03-26,CUST373,Nero d'Avola 750ml,Wine,16.5,2,10.2,12.6,75.0,Debit Card
ORD0514,2025-07-12,CUST334,Fresh Pasta 500g,Pasta,4.5,2,2.2,4.6,103.0,Credit Card
ORD0515,2025-05-16,CUST500,Soppressata Calabrese 350g,Cured Meat,10.5,5,6.8,18.5,68.0,Debit Card
ORD0516,2025-02-21,CUST415,Fresh Pasta 500g,Pasta,4.5,1,2.2,2.3,118.0,Cash
ORD0517,2025-05-07,CUST745,Nero d'Avola 750ml,Wine,16.5,2,10.2,12.6,27.0,Cash
ORD0518,2025-07-14,CUST803,Truffle Pasta 250g,Pasta,7.9,4,4.8,12.4,0.0,Debit Card
ORD0519,2025-06-02,CUST317,Salame Napoli 300g,Cured Meat,6.5,3,3.9,7.8,147.0,PayPal
ORD0520,2025-05-22,CUST353,Orecchiette 500g,Pasta,3.9,4,1.9,8.0,122.0,PayPal
ORD0521,2025-04-28,CUST570,Ravioli Ricotta & Spinach 400g,Pasta,6.8,3,4.1,8.1,50.0,Credit Card
ORD0522,2025-12-26,CUST397,Fig Jam 300g,Preserves,5.9,1,2.9,3.0,6.0,PayPal
ORD0523,2025-10-14,CUST969,Prosciutto Crudo 200g,Cured Meat,8.9,3,5.4,10.5,90.0,PayPal
ORD0524,2025-06-25,CUST445,Barolo Riserva 750ml,Wine,49.9,4,29.3,82.4,117.0,Credit Card
ORD0525,2025-03-24,CUST822,Soppressata Calabrese 350g,Cured Meat,10.5,1,6.8,3.7,103.0,Cash
ORD0526,2025-07-30,CUST239,Linguine Artisan 500g,Pasta,4.2,5,2.1,10.5,51.0,Credit Card
ORD0527,2025-08-26,CUST547,Taralli Pugliesi 400g,Bakery,4.9,1,2.4,2.5,49.0,PayPal
ORD0528,2025-10-05,CUST341,Organic Olive Oil 1L,Olive Oil,18.5,1,11.2,7.3,14.0,PayPal
ORD0529,2025-06-12,CUST175,Ravioli Ricotta & Spinach 400g,Pasta,6.8,4,4.1,10.8,113.0,Debit Card
ORD0530,2025-07-06,CUST763,Orange Marmalade 300g,Preserves,5.5,1,2.7,2.8,54.0,Credit Card
ORD0531,2025-05-12,CUST346,Taralli Pugliesi 400g,Bakery,4.9,4,2.4,10.0,149.0,Credit Card
ORD0532,2025-11-05,CUST603,Garlic Bread,Bakery,3.5,4,1.4,8.4,93.0,PayPal
ORD0533,2025-06-11,CUST918,Fresh Pasta 500g,Pasta,4.5,2,2.2,4.6,39.0,Debit Card
ORD0534,2025-02-14,CUST614,Soppressata Calabrese 350g,Cured Meat,10.5,3,6.8,11.1,97.0,Cash
ORD0535,2025-06-05,CUST554,Orange Marmalade 300g,Preserves,5.5,1,2.7,2.8,117.0,Credit Card
ORD0536,2025-05-11,CUST319,Pitta Bread,Bakery,2.9,1,1.2,1.7,21.0,PayPal
ORD0537,2025-01-07,CUST346,Garlic Bread,Bakery,3.5,5,1.4,10.5,36.0,Cash
ORD0538,2025-10-17,CUST790,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,2,9.5,12.8,117.0,Credit Card
ORD0539,2025-05-21,CUST106,Parmigiano Reggiano 1kg,Cheese,27.9,1,18.5,9.4,139.0,Credit Card
ORD0540,2025-04-18,CUST419,Pecorino Romano 500g,Cheese,13.5,2,9.1,8.8,121.0,Debit Card
ORD0541,2025-02-27,CUST934,Linguine Artisan 500g,Pasta,4.2,1,2.1,2.1,41.0,Cash
ORD0542,2025-10-10,CUST554,Linguine Artisan 500g,Pasta,4.2,3,2.1,6.3,7.0,Cash
ORD0543,2025-02-28,CUST302,Gorgonzola Dolce 300g,Cheese,5.9,1,3.6,2.3,90.0,Credit Card
ORD0544,2025-03-16,CUST906,Chili Pepper Jam 200g,Preserves,6.2,3,3.1,9.3,68.0,Debit Card
ORD0545,2025-07-21,CUST886,Focaccia Genovese,Bakery,5.5,5,2.8,13.5,110.0,Debit Card
ORD0546,2025-09-04,CUST729,Pitta Bread,Bakery,2.9,3,1.2,5.1,61.0,PayPal
ORD0547,2025-05-10,CUST933,Orange Marmalade 300g,Preserves,5.5,4,2.7,11.2,106.0,PayPal
ORD0548,2025-03-05,CUST765,Ravioli Ricotta & Spinach 400g,Pasta,6.8,1,4.1,2.7,52.0,Debit Card
ORD0549,2025-03-25,CUST395,Pancetta Arrotolata 250g,Cured Meat,6.9,2,4.1,5.6,16.0,Credit Card
ORD0550,2025-07-28,CUST669,Parmigiano Reggiano 1kg,Cheese,27.9,3,18.5,28.2,6.0,Cash
ORD0551,2025-02-23,CUST477,Prosciutto Crudo 200g,Cured Meat,8.9,3,5.4,10.5,99.0,Debit Card
ORD0552,2025-12-03,CUST717,Truffle Pasta 250g,Pasta,7.9,2,4.8,6.2,9.0,Debit Card
ORD0553,2025-08-25,CUST351,Organic Olive Oil 1L,Olive Oil,18.5,2,11.2,14.6,71.0,Cash
ORD0554,2025-01-12,CUST949,Chianti Classico 750ml,Wine,18.9,2,11.5,14.8,65.0,Credit Card
ORD0555,2025-08-19,CUST327,Speck Alto Adige 250g,Cured Meat,7.8,2,4.9,5.8,106.0,Cash
ORD0556,2025-03-21,CUST667,Prosecco DOC 750ml,Wine,12.9,4,7.5,21.6,17.0,PayPal
ORD0557,2025-05-05,CUST448,Nero d'Avola 750ml,Wine,16.5,2,10.2,12.6,42.0,Cash
ORD0558,2025-03-24,CUST141,Taralli Pugliesi 400g,Bakery,4.9,5,2.4,12.5,74.0,PayPal
ORD0559,2025-01-29,CUST316,Artichoke Spread 200g,Preserves,6.8,2,3.5,6.6,32.0,Debit Card
ORD0560,2025-02-04,CUST923,Parmigiano Reggiano 500g,Cheese,14.9,2,9.2,11.4,150.0,Cash
ORD0561,2025-03-03,CUST430,Pancetta Arrotolata 250g,Cured Meat,6.9,5,4.1,14.0,137.0,Credit Card
ORD0562,2025-02-26,CUST242,Prosciutto Crudo 200g,Cured Meat,8.9,2,5.4,7.0,104.0,Cash
ORD0563,2025-06-17,CUST596,Organic Olive Oil 1L,Olive Oil,18.5,4,11.2,29.2,52.0,PayPal
ORD0564,2025-12-18,CUST541,Truffle Pasta 250g,Pasta,7.9,1,4.8,3.1,85.0,Cash
ORD0565,2025-05-04,CUST926,Pitta Bread,Bakery,2.9,1,1.2,1.7,50.0,Credit Card
ORD0566,2025-12-14,CUST955,Linguine Artisan 500g,Pasta,4.2,5,2.1,10.5,17.0,PayPal
ORD0567,2025-05-24,CUST133,Prosciutto Crudo 200g,Cured Meat,8.9,3,5.4,10.5,70.0,Debit Card
ORD0568,2025-11-13,CUST967,Orecchiette 500g,Pasta,3.9,2,1.9,4.0,118.0,Credit Card
ORD0569,2025-02-04,CUST591,Linguine Artisan 500g,Pasta,4.2,5,2.1,10.5,95.0,Credit Card
ORD0570,2025-12-04,CUST491,Taralli Pugliesi 400g,Bakery,4.9,2,2.4,5.0,38.0,Debit Card
ORD0571,2025-09-19,CUST262,Montepulciano d'Abruzzo Elévito 750ml,Wine,84.9,3,66.3,55.8,138.0,Cash
ORD0572,2025-02-05,CUST800,Garlic Bread,Bakery,3.5,2,1.4,4.2,115.0,PayPal
ORD0573,2025-12-13,CUST628,Montepulciano d'Abruzzo Elévito 750ml,Wine,84.9,2,66.3,37.2,40.0,Cash
ORD0574,2025-04-07,CUST403,Nero d'Avola 750ml,Wine,16.5,1,10.2,6.3,51.0,PayPal
ORD0575,2025-11-16,CUST450,Taralli Pugliesi 400g,Bakery,4.9,5,2.4,12.5,92.0,Debit Card
ORD0576,2025-06-01,CUST143,Parmigiano Reggiano 500g,Cheese,14.9,5,9.2,28.5,99.0,PayPal
ORD0577,2025-07-23,CUST282,Pitta Bread,Bakery,2.9,1,1.2,1.7,110.0,Credit Card
ORD0578,2025-04-27,CUST936,Orange Marmalade 300g,Preserves,5.5,1,2.7,2.8,21.0,Credit Card
ORD0579,2025-08-06,CUST389,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,5,9.5,32.0,16.0,Debit Card
ORD0580,2025-04-30,CUST795,Parmigiano Reggiano 500g,Cheese,14.9,2,9.2,11.4,50.0,PayPal
ORD0581,2025-02-03,CUST626,Fig Jam 300g,Preserves,5.9,2,2.9,6.0,58.0,PayPal
ORD0582,2025-02-10,CUST185,Prosciutto Crudo 200g,Cured Meat,8.9,2,5.4,7.0,121.0,PayPal
ORD0583,2025-07-04,CUST465,Ravioli Ricotta & Spinach 400g,Pasta,6.8,5,4.1,13.5,10.0,PayPal
ORD0584,2025-08-17,CUST430,Salame Napoli 300g,Cured Meat,6.5,4,3.9,10.4,117.0,Cash
ORD0585,2025-01-09,CUST113,Ravioli Ricotta & Spinach 400g,Pasta,6.8,2,4.1,5.4,149.0,Credit Card
ORD0586,2025-12-25,CUST844,Speck Alto Adige 250g,Cured Meat,7.8,5,4.9,14.5,1.0,Cash
ORD0587,2025-08-20,CUST418,Pancetta Arrotolata 250g,Cured Meat,6.9,2,4.1,5.6,44.0,Cash
ORD0588,2025-09-03,CUST685,Truffle Pasta 250g,Pasta,7.9,2,4.8,6.2,14.0,Cash
ORD0589,2025-03-06,CUST100,Focaccia Genovese,Bakery,5.5,5,2.8,13.5,33.0,PayPal
ORD0590,2025-05-05,CUST236,Burrata 250g,Cheese,4.9,3,2.7,6.6,61.0,PayPal
ORD0591,2025-10-20,CUST179,Pitta Bread,Bakery,2.9,2,1.2,3.4,127.0,Credit Card
ORD0592,2025-11-23,CUST308,Pancetta Arrotolata 250g,Cured Meat,6.9,4,4.1,11.2,27.0,PayPal
ORD0593,2025-01-20,CUST648,Garlic Bread,Bakery,3.5,4,1.4,8.4,52.0,Cash
ORD0594,2025-08-22,CUST721,Linguine Artisan 500g,Pasta,4.2,3,2.1,6.3,8.0,Cash
ORD0595,2025-11-06,CUST744,Linguine Artisan 500g,Pasta,4.2,4,2.1,8.4,110.0,PayPal
ORD0596,2025-08-02,CUST119,Chianti Classico 750ml,Wine,18.9,3,11.5,22.2,127.0,Cash
ORD0597,2025-09-03,CUST674,Fig Jam 300g,Preserves,5.9,5,2.9,15.0,121.0,Cash
ORD0598,2025-12-19,CUST244,Garlic Bread,Bakery,3.5,2,1.4,4.2,86.0,Cash
ORD0599,2025-05-22,CUST483,Parmigiano Reggiano 1kg,Cheese,27.9,5,18.5,47.0,122.0,PayPal
ORD0600,2025-08-23,CUST701,Prosciutto Crudo 200g,Cured Meat,8.9,1,5.4,3.5,131.0,Cash
ORD0601,2025-11-26,CUST346,Pitta Bread,Bakery,2.9,4,1.2,6.8,123.0,Debit Card
ORD0602,2025-12-22,CUST351,Truffle Pasta 250g,Pasta,7.9,4,4.8,12.4,77.0,Credit Card
ORD0603,2025-01-30,CUST660,Pitta Bread,Bakery,2.9,5,1.2,8.5,27.0,Credit Card
ORD0604,2025-04-19,CUST947,Salame Napoli 300g,Cured Meat,6.5,4,3.9,10.4,119.0,PayPal
ORD0605,2025-05-07,CUST740,Nero d'Avola 750ml,Wine,16.5,1,10.2,6.3,22.0,Credit Card
ORD0606,2025-06-08,CUST418,Garlic Bread,Bakery,3.5,5,1.4,10.5,101.0,Credit Card
ORD0607,2025-10-16,CUST494,Artichoke Spread 200g,Preserves,6.8,3,3.5,9.9,58.0,Cash
ORD0608,2025-02-20,CUST827,Linguine Artisan 500g,Pasta,4.2,3,2.1,6.3,84.0,Cash
ORD0609,2025-04-15,CUST872,Truffle Olive Oil 250ml,Olive Oil,12.9,4,7.9,20.0,8.0,PayPal
ORD0610,2025-06-29,CUST460,Pancetta Arrotolata 250g,Cured Meat,6.9,5,4.1,14.0,54.0,Debit Card
ORD0611,2025-07-11,CUST684,Organic Olive Oil 1L,Olive Oil,18.5,5,11.2,36.5,96.0,Cash
ORD0612,2025-04-04,CUST421,Organic Olive Oil 1L,Olive Oil,18.5,3,11.2,21.9,54.0,Credit Card
ORD0613,2025-04-18,CUST475,Artichoke Spread 200g,Preserves,6.8,3,3.5,9.9,79.0,Cash
ORD0614,2025-11-13,CUST189,Gorgonzola Dolce 300g,Cheese,5.9,5,3.6,11.5,119.0,Credit Card
ORD0615,2025-02-12,CUST716,Taralli Pugliesi 400g,Bakery,4.9,1,2.4,2.5,131.0,PayPal
ORD0616,2025-02-14,CUST480,Artichoke Spread 200g,Preserves,6.8,4,3.5,13.2,61.0,Cash
ORD0617,2025-09-15,CUST998,Speck Alto Adige 250g,Cured Meat,7.8,5,4.9,14.5,31.0,Cash
ORD0618,2025-05-24,CUST958,Soppressata Calabrese 350g,Cured Meat,10.5,4,6.8,14.8,108.0,Cash
ORD0619,2025-07-12,CUST592,Fresh Pasta 500g,Pasta,4.5,3,2.2,6.9,103.0,Cash
ORD0620,2025-12-31,CUST298,Artichoke Spread 200g,Preserves,6.8,1,3.5,3.3,38.0,PayPal
ORD0621,2025-08-12,CUST235,Parmigiano Reggiano 500g,Cheese,14.9,2,9.2,11.4,14.0,Cash
ORD0622,2025-09-17,CUST208,Pitta Bread,Bakery,2.9,2,1.2,3.4,47.0,Credit Card
ORD0623,2025-06-25,CUST605,Pancetta Arrotolata 250g,Cured Meat,6.9,3,4.1,8.4,99.0,Cash
ORD0624,2025-03-10,CUST186,Parmigiano Reggiano 1kg,Cheese,27.9,2,18.5,18.8,80.0,Debit Card
ORD0625,2025-12-01,CUST693,Taralli Pugliesi 400g,Bakery,4.9,3,2.4,7.5,46.0,Cash
ORD0626,2025-08-15,CUST709,Parmigiano Reggiano 500g,Cheese,14.9,5,9.2,28.5,127.0,PayPal
ORD0627,2025-11-04,CUST494,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,3,9.5,19.2,84.0,Cash
ORD0628,2025-08-06,CUST704,Nero d'Avola 750ml,Wine,16.5,2,10.2,12.6,13.0,Debit Card
ORD0629,2025-07-25,CUST322,Orange Marmalade 300g,Preserves,5.5,4,2.7,11.2,61.0,Cash
ORD0630,2025-04-22,CUST831,Orange Marmalade 300g,Preserves,5.5,2,2.7,5.6,108.0,Credit Card
ORD0631,2025-02-11,CUST773,Garlic Bread,Bakery,3.5,2,1.4,4.2,77.0,PayPal
ORD0632,2025-10-11,CUST114,Fresh Pasta 500g,Pasta,4.5,3,2.2,6.9,84.0,PayPal
ORD0633,2025-07-22,CUST195,Speck Alto Adige 250g,Cured Meat,7.8,3,4.9,8.7,124.0,Debit Card
ORD0634,2025-07-01,CUST182,Pitta Bread,Bakery,2.9,2,1.2,3.4,66.0,Credit Card
ORD0635,2025-09-08,CUST467,Parmigiano Reggiano 500g,Cheese,14.9,4,9.2,22.8,21.0,Cash
ORD0636,2025-12-16,CUST319,Prosecco DOC 750ml,Wine,12.9,1,7.5,5.4,145.0,Debit Card
ORD0637,2025-11-18,CUST259,Taralli Pugliesi 400g,Bakery,4.9,2,2.4,5.0,65.0,PayPal
ORD0638,2025-01-31,CUST734,Nero d'Avola 750ml,Wine,16.5,1,10.2,6.3,25.0,PayPal
ORD0639,2025-11-04,CUST626,Prosciutto Crudo 200g,Cured Meat,8.9,4,5.4,14.0,79.0,Cash
ORD0640,2025-04-06,CUST809,Prosecco DOC 750ml,Wine,12.9,3,7.5,16.2,10.0,PayPal
ORD0641,2025-08-30,CUST179,Prosciutto Crudo 200g,Cured Meat,8.9,3,5.4,10.5,142.0,Credit Card
ORD0642,2025-03-03,CUST400,Salame Napoli 300g,Cured Meat,6.5,3,3.9,7.8,69.0,Credit Card
ORD0643,2025-08-29,CUST238,Salame Napoli 300g,Cured Meat,6.5,3,3.9,7.8,53.0,PayPal
ORD0644,2025-01-01,CUST634,Truffle Pasta 250g,Pasta,7.9,3,4.8,9.3,15.0,PayPal
ORD0645,2025-12-05,CUST813,Truffle Olive Oil 250ml,Olive Oil,12.9,2,7.9,10.0,87.0,Cash
ORD0646,2025-12-10,CUST523,Truffle Pasta 250g,Pasta,7.9,2,4.8,6.2,127.0,Credit Card
ORD0647,2025-10-24,CUST600,Chili Pepper Jam 200g,Preserves,6.2,3,3.1,9.3,2.0,Credit Card
ORD0648,2025-01-24,CUST733,Garlic Bread,Bakery,3.5,2,1.4,4.2,148.0,PayPal
ORD0649,2025-03-27,CUST282,Nero d'Avola 750ml,Wine,16.5,1,10.2,6.3,2.0,Debit Card
ORD0650,2025-04-07,CUST964,Pecorino Romano 500g,Cheese,13.5,2,9.1,8.8,23.0,Debit Card
ORD0651,2025-10-06,CUST720,Soppressata Calabrese 350g,Cured Meat,10.5,2,6.8,7.4,108.0,Cash
ORD0652,2025-03-28,CUST725,Salame Napoli 300g,Cured Meat,6.5,4,3.9,10.4,117.0,Credit Card
ORD0653,2025-01-04,CUST135,Garlic Bread,Bakery,3.5,2,1.4,4.2,45.0,Debit Card
ORD0654,2025-10-23,CUST449,Speck Alto Adige 250g,Cured Meat,7.8,4,4.9,11.6,97.0,Cash
ORD0655,2025-08-23,CUST600,Focaccia Genovese,Bakery,5.5,1,2.8,2.7,83.0,Credit Card
ORD0656,2025-07-26,CUST307,Truffle Pasta 250g,Pasta,7.9,1,4.8,3.1,25.0,Credit Card
ORD0657,2025-11-02,CUST340,Prosecco DOC 750ml,Wine,12.9,2,7.5,10.8,37.0,Cash
ORD0658,2025-07-13,CUST129,Burrata 250g,Cheese,4.9,4,2.7,8.8,121.0,Cash
ORD0659,2025-09-24,CUST989,Parmigiano Reggiano 500g,Cheese,14.9,3,9.2,17.1,61.0,Debit Card
ORD0660,2025-06-29,CUST965,Orecchiette 500g,Pasta,3.9,4,1.9,8.0,127.0,PayPal
ORD0661,2025-10-04,CUST975,Speck Alto Adige 250g,Cured Meat,7.8,1,4.9,2.9,141.0,Debit Card
ORD0662,2025-03-12,CUST832,Parmigiano Reggiano 1kg,Cheese,27.9,4,18.5,37.6,124.0,Debit Card
ORD0663,2025-10-16,CUST765,Pancetta Arrotolata 250g,Cured Meat,6.9,3,4.1,8.4,142.0,PayPal
ORD0664,2025-12-31,CUST149,Parmigiano Reggiano 1kg,Cheese,27.9,3,18.5,28.2,31.0,PayPal
ORD0665,2025-06-15,CUST387,Nero d'Avola 750ml,Wine,16.5,1,10.2,6.3,48.0,Cash
ORD0666,2025-05-22,CUST184,Soppressata Calabrese 350g,Cured Meat,10.5,3,6.8,11.1,38.0,Credit Card
ORD0667,2025-03-12,CUST312,Parmigiano Reggiano 500g,Cheese,14.9,1,9.2,5.7,29.0,Cash
ORD0668,2025-01-31,CUST979,Chili Pepper Jam 200g,Preserves,6.2,2,3.1,6.2,127.0,Cash
ORD0669,2025-01-11,CUST745,Speck Alto Adige 250g,Cured Meat,7.8,5,4.9,14.5,83.0,PayPal
ORD0670,2025-01-09,CUST535,Organic Olive Oil 1L,Olive Oil,18.5,4,11.2,29.2,8.0,Debit Card
ORD0671,2025-12-02,CUST530,Salame Napoli 300g,Cured Meat,6.5,3,3.9,7.8,6.0,PayPal
ORD0672,2025-05-15,CUST496,Chili Pepper Jam 200g,Preserves,6.2,5,3.1,15.5,86.0,Debit Card
ORD0673,2025-01-07,CUST381,Ravioli Ricotta & Spinach 400g,Pasta,6.8,3,4.1,8.1,86.0,Credit Card
ORD0674,2025-06-02,CUST156,Chili Pepper Jam 200g,Preserves,6.2,4,3.1,12.4,143.0,PayPal
ORD0675,2025-05-29,CUST942,Truffle Pasta 250g,Pasta,7.9,5,4.8,15.5,139.0,Cash
ORD0676,2025-04-23,CUST968,Burrata 250g,Cheese,4.9,2,2.7,4.4,2.0,Credit Card
ORD0677,2025-08-08,CUST632,Chili Pepper Jam 200g,Preserves,6.2,4,3.1,12.4,137.0,PayPal
ORD0678,2025-09-26,CUST485,Pecorino Romano 500g,Cheese,13.5,3,9.1,13.2,132.0,Debit Card
ORD0679,2025-11-17,CUST782,Artichoke Spread 200g,Preserves,6.8,5,3.5,16.5,13.0,Cash
ORD0680,2025-05-20,CUST942,Parmigiano Reggiano 500g,Cheese,14.9,3,9.2,17.1,69.0,PayPal
ORD0681,2025-05-14,CUST350,Gorgonzola Dolce 300g,Cheese,5.9,5,3.6,11.5,60.0,PayPal
ORD0682,2025-09-26,CUST169,Linguine Artisan 500g,Pasta,4.2,5,2.1,10.5,146.0,Credit Card
ORD0683,2025-05-25,CUST478,Nero d'Avola 750ml,Wine,16.5,5,10.2,31.5,50.0,Debit Card
ORD0684,2025-04-09,CUST274,Fresh Pasta 500g,Pasta,4.5,5,2.2,11.5,115.0,Cash
ORD0685,2025-03-16,CUST173,Orange Marmalade 300g,Preserves,5.5,2,2.7,5.6,106.0,Credit Card
ORD0686,2025-05-06,CUST623,Barolo Riserva 750ml,Wine,49.9,3,29.3,61.8,124.0,Cash
ORD0687,2025-11-09,CUST487,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,2,9.5,12.8,97.0,Credit Card
ORD0688,2025-09-30,CUST538,Orange Marmalade 300g,Preserves,5.5,3,2.7,8.4,65.0,Cash
ORD0689,2025-08-09,CUST355,Fig Jam 300g,Preserves,5.9,1,2.9,3.0,27.0,Credit Card
ORD0690,2025-12-03,CUST634,Chili Pepper Jam 200g,Preserves,6.2,1,3.1,3.1,59.0,Debit Card
ORD0691,2025-01-31,CUST104,Barolo Riserva 750ml,Wine,49.9,2,29.3,41.2,139.0,Debit Card
ORD0692,2025-11-24,CUST480,Linguine Artisan 500g,Pasta,4.2,1,2.1,2.1,138.0,Credit Card
ORD0693,2025-12-22,CUST872,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,3,9.5,19.2,63.0,Credit Card
ORD0694,2025-10-20,CUST224,Orange Marmalade 300g,Preserves,5.5,5,2.7,14.0,128.0,PayPal
ORD0695,2025-02-23,CUST779,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,4,9.5,25.6,35.0,Cash
ORD0696,2025-08-06,CUST905,Chianti Classico 750ml,Wine,18.9,3,11.5,22.2,126.0,Debit Card
ORD0697,2025-12-09,CUST120,Burrata 250g,Cheese,4.9,3,2.7,6.6,120.0,Debit Card
ORD0698,2025-06-22,CUST699,Organic Olive Oil 1L,Olive Oil,18.5,3,11.2,21.9,33.0,Cash
ORD0699,2025-01-01,CUST408,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,5,9.5,32.0,99.0,Debit Card
